0.015	1.718	0.000
0.018	1.824	0.000
0.022	1.918	0.000
0.026	2.011	0.000
0.030	2.084	0.000
0.034	2.158	0.000
0.038	2.236	0.000
0.042	2.301	0.000
0.047	2.371	0.000
0.051	2.434	0.000
0.056	2.495	0.000
0.060	2.552	0.000
0.065	2.603	0.000
0.070	2.665	0.000
0.075	2.724	0.000
0.080	2.769	0.000
0.084	2.822	0.000
0.089	2.873	0.000
0.094	2.920	0.000
0.099	2.968	0.000
0.103	3.015	0.000
0.108	3.065	0.000
0.113	3.106	0.000
0.118	3.147	0.000
0.123	3.188	0.000
0.128	3.229	0.000
0.133	3.276	0.000
0.138	3.309	0.000
0.143	3.344	0.000
0.147	3.388	0.000
0.152	3.429	0.000
0.157	3.464	0.000
0.163	3.505	0.000
0.167	3.545	0.000
0.173	3.584	0.000
0.178	3.621	0.000
0.183	3.660	0.000
0.188	3.695	0.000
0.193	3.735	0.000
0.198	3.777	0.000
0.203	3.812	0.000
0.208	3.846	0.000
0.213	3.881	0.000
0.218	3.921	0.000
0.222	3.965	0.000
0.227	4.009	0.000
0.232	4.067	0.000
0.236	4.134	0.000
0.241	4.206	0.000
0.246	4.294	0.000
0.249	4.367	0.000
0.254	4.456	0.000
0.257	4.581	0.000
0.260	4.709	0.000
0.264	4.809	0.000
0.268	4.899	0.000
0.271	5.026	0.000
0.275	5.116	0.000
0.279	5.222	0.000
0.282	5.371	0.000
0.286	5.465	0.000
0.289	5.549	0.000
0.293	5.667	0.000
0.296	5.795	0.000
0.300	5.900	0.000
0.304	5.976	0.000
0.309	6.039	0.000
0.314	6.103	0.000
0.318	6.153	0.000
0.323	6.211	0.000
0.327	6.257	0.100
0.332	6.309	0.200
0.337	6.354	0.300
0.342	6.406	0.300
0.346	6.451	0.600
0.351	6.498	0.700
0.356	6.545	0.900
0.361	6.597	1.300
0.366	6.629	6.800
0.371	6.663	18.800
0.377	6.699	31.100
0.381	6.727	41.700
0.386	6.758	55.100
0.392	6.796	68.600
0.397	6.818	82.300
0.402	6.843	89.900
0.407	6.872	105.500
0.412	6.906	117.100
0.418	6.925	129.500
0.423	6.957	142.500
0.428	6.982	157.400
0.434	7.008	167.500
0.439	7.034	178.500
0.444	7.059	180.400
0.449	7.082	195.200
0.455	7.107	208.400
0.460	7.136	221.600
0.466	7.158	226.700
0.471	7.183	246.800
0.476	7.214	315.800
0.481	7.237	273.900
0.486	7.260	283.900
0.492	7.285	296.300
0.497	7.313	308.800
0.502	7.346	323.700
0.508	7.372	339.900
0.513	7.396	353.600
0.518	7.420	369.300
0.523	7.449	386.600
0.529	7.471	401.700
0.534	7.500	429.700
0.539	7.517	396.800
0.544	7.547	398.000
0.550	7.569	401.600
0.555	7.599	404.600
0.560	7.618	449.400
0.566	7.641	458.600
0.571	7.667	469.500
0.577	7.692	482.200
0.582	7.711	495.400
0.587	7.738	506.500
0.592	7.757	513.800
0.598	7.779	521.000
0.603	7.802	530.900
0.608	7.825	536.100
0.614	7.849	543.200
0.619	7.870	556.500
0.625	7.884	523.100
0.630	7.911	534.800
0.635	7.931	543.800
0.641	7.958	556.800
0.646	7.979	567.800
0.651	8.004	586.400
0.656	8.025	601.800
0.661	8.053	605.900
0.666	8.073	615.900
0.672	8.093	630.800
0.677	8.123	641.000
0.682	8.141	648.300
0.687	8.163	661.000
0.693	8.187	680.100
0.698	8.203	462.900
0.703	8.222	463.800
0.708	8.244	466.900
0.713	8.261	469.600
