0.020	1.446	0.000
0.024	1.556	0.000
0.027	1.666	0.000
0.031	1.767	0.000
0.035	1.853	0.000
0.038	1.937	0.000
0.042	2.020	0.000
0.046	2.102	0.000
0.051	2.179	0.000
0.055	2.247	0.000
0.059	2.316	0.000
0.064	2.386	0.000
0.069	2.444	0.000
0.073	2.504	0.000
0.078	2.567	0.000
0.083	2.626	0.000
0.087	2.685	0.000
0.092	2.740	0.000
0.097	2.789	0.000
0.101	2.834	0.000
0.106	2.891	0.000
0.111	2.939	0.000
0.115	2.991	0.000
0.120	3.041	0.000
0.125	3.082	0.000
0.130	3.126	0.000
0.135	3.174	0.000
0.140	3.218	0.000
0.145	3.259	0.000
0.149	3.296	0.000
0.154	3.339	0.000
0.159	3.382	0.000
0.164	3.417	0.000
0.169	3.462	0.000
0.174	3.500	0.000
0.180	3.542	0.000
0.184	3.584	0.000
0.189	3.621	0.000
0.194	3.665	0.000
0.199	3.701	0.000
0.204	3.742	0.000
0.209	3.775	0.000
0.214	3.811	0.000
0.219	3.850	0.000
0.224	3.887	0.000
0.229	3.929	0.000
0.234	3.970	0.000
0.239	4.008	0.000
0.244	4.062	0.000
0.249	4.102	0.000
0.254	4.153	0.000
0.258	4.222	0.000
0.263	4.281	0.000
0.267	4.358	0.000
0.271	4.427	0.000
0.275	4.520	0.000
0.279	4.610	0.000
0.283	4.716	0.000
0.287	4.814	0.000
0.290	4.896	0.000
0.294	5.004	0.000
0.298	5.098	0.000
0.302	5.198	0.000
0.306	5.308	0.000
0.310	5.413	0.000
0.314	5.515	0.000
0.317	5.604	0.000
0.321	5.714	0.000
0.325	5.795	0.000
0.329	5.867	0.000
0.334	5.935	0.000
0.338	5.997	0.000
0.343	6.061	0.000
0.347	6.119	0.000
0.352	6.172	0.000
0.357	6.216	0.000
0.362	6.269	0.000
0.367	6.318	0.000
0.372	6.363	0.000
0.377	6.410	0.000
0.381	6.450	0.000
0.386	6.491	0.000
0.391	6.539	0.000
0.396	6.588	0.000
0.401	6.625	0.000
0.406	6.669	0.000
0.411	6.709	0.000
0.416	6.748	0.000
0.421	6.782	0.200
0.426	6.820	0.300
0.432	6.859	0.300
0.437	6.895	0.500
0.442	6.928	0.600
0.447	6.958	0.900
0.452	6.993	1.100
0.457	7.021	1.400
0.462	7.052	1.800
0.467	7.083	2.500
0.472	7.106	12.900
0.477	7.129	23.400
0.483	7.157	34.300
0.488	7.183	45.400
0.493	7.212	57.000
0.499	7.239	67.200
0.504	7.267	77.300
0.510	7.291	88.800
0.515	7.324	100.200
0.520	7.344	111.400
0.525	7.373	121.700
0.530	7.399	131.600
0.535	7.427	142.100
0.540	7.455	150.900
0.546	7.483	160.700
0.551	7.507	169.800
0.556	7.528	177.700
0.562	7.553	186.000
0.567	7.577	192.400
0.573	7.600	209.000
0.578	7.621	218.500
0.583	7.645	226.700
0.589	7.676	234.500
0.594	7.696	242.800
0.599	7.728	252.000
0.604	7.744	260.900
0.610	7.776	270.700
0.615	7.788	281.100
0.620	7.816	292.100
0.626	7.837	304.400
0.631	7.858	320.100
0.636	7.876	335.300
0.642	7.905	349.200
0.647	7.928	361.100
0.653	7.948	371.000
0.657	7.975	383.800
0.662	7.995	396.400
0.668	8.015	406.100
0.673	8.038	418.200
0.679	8.055	432.000
0.684	8.085	443.800
0.689	8.104	454.400
0.694	8.123	468.600
0.699	8.150	480.700
0.705	8.168	495.400
0.710	8.190	503.700
0.715	8.214	500.800
0.720	8.233	498.200
0.726	8.251	485.900
0.731	8.280	504.800
0.736	8.303	519.800
0.741	8.324	540.200
0.747	8.347	557.100
0.752	8.368	566.900
0.758	8.389	575.400
0.763	8.415	574.700
0.768	8.437	580.500
0.774	8.454	557.900
0.779	8.478	422.400
0.784	8.504	394.000
0.790	8.523	358.200
