0.026	1.168	0.000
0.029	1.267	0.000
0.033	1.363	0.000
0.037	1.442	0.000
0.041	1.523	0.000
0.045	1.598	0.000
0.049	1.678	0.000
0.053	1.749	0.000
0.058	1.818	0.000
0.062	1.882	0.000
0.067	1.950	0.000
0.071	2.019	0.000
0.076	2.082	0.000
0.080	2.140	0.000
0.085	2.204	0.000
0.090	2.261	0.000
0.094	2.317	0.000
0.099	2.379	0.000
0.103	2.427	0.000
0.108	2.484	0.000
0.113	2.534	0.000
0.117	2.584	0.000
0.122	2.643	0.000
0.127	2.692	0.000
0.131	2.743	0.000
0.137	2.792	0.000
0.142	2.835	0.000
0.146	2.884	0.000
0.151	2.935	0.000
0.155	2.986	0.000
0.160	3.030	0.000
0.165	3.077	0.000
0.170	3.121	0.000
0.176	3.163	0.000
0.180	3.210	0.000
0.185	3.246	0.000
0.190	3.287	0.000
0.195	3.326	0.000
0.200	3.375	0.000
0.205	3.410	0.000
0.210	3.449	0.000
0.214	3.496	0.000
0.219	3.539	0.000
0.224	3.575	0.000
0.229	3.615	0.000
0.234	3.656	0.000
0.239	3.703	0.000
0.244	3.739	0.000
0.249	3.780	0.000
0.255	3.820	0.000
0.259	3.853	0.000
0.264	3.892	0.000
0.269	3.935	0.000
0.274	3.975	0.000
0.279	4.012	0.000
0.284	4.060	0.000
0.288	4.105	0.000
0.293	4.159	0.000
0.298	4.201	0.000
0.303	4.263	0.000
0.308	4.326	0.000
0.312	4.386	0.000
0.317	4.453	0.000
0.321	4.532	0.000
0.325	4.609	0.000
0.329	4.696	0.000
0.333	4.782	0.000
0.337	4.853	0.000
0.341	4.943	0.000
0.345	5.035	0.000
0.349	5.122	0.000
0.353	5.210	0.000
0.357	5.303	0.000
0.361	5.399	0.000
0.366	5.475	0.000
0.370	5.566	0.000
0.374	5.648	0.000
0.378	5.721	0.000
0.383	5.781	0.000
0.387	5.845	0.000
0.392	5.901	0.000
0.397	5.957	0.000
0.401	6.018	0.000
0.406	6.086	0.000
0.410	6.125	0.000
0.415	6.180	0.000
0.420	6.221	0.000
0.425	6.261	0.000
0.430	6.305	0.000
0.435	6.356	0.000
0.440	6.398	0.000
0.445	6.443	0.000
0.450	6.483	0.000
0.455	6.520	0.000
0.460	6.562	0.000
0.465	6.599	0.000
0.470	6.633	0.000
0.475	6.679	0.000
0.480	6.714	0.000
0.485	6.746	0.000
0.490	6.782	0.000
0.495	6.820	0.000
0.501	6.855	0.000
0.506	6.883	0.000
0.511	6.915	0.000
0.516	6.947	0.000
0.521	6.982	0.000
0.526	7.011	0.000
0.531	7.039	0.000
0.536	7.064	0.000
0.541	7.100	0.000
0.546	7.126	0.000
0.552	7.163	0.000
0.557	7.193	0.000
0.562	7.227	0.000
0.568	7.249	0.000
0.573	7.286	0.000
0.578	7.319	0.000
0.583	7.350	0.000
0.588	7.381	0.000
0.593	7.406	0.100
0.598	7.435	0.200
0.604	7.467	0.200
0.609	7.499	0.300
0.614	7.527	0.300
0.619	7.551	0.500
0.625	7.579	0.600
0.630	7.612	0.700
0.635	7.639	0.800
0.640	7.659	1.000
0.646	7.694	1.200
0.651	7.720	1.400
0.656	7.744	1.600
0.661	7.770	1.900
0.666	7.797	2.300
0.671	7.824	2.700
0.676	7.854	3.200
0.682	7.873	5.300
0.687	7.897	9.400
0.692	7.921	15.100
0.697	7.947	22.700
0.702	7.970	30.100
0.708	7.998	37.500
0.713	8.019	44.700
0.718	8.041	51.800
0.724	8.058	61.300
0.729	8.083	72.000
0.734	8.105	80.400
0.739	8.124	88.600
0.744	8.146	96.000
0.750	8.173	103.100
0.755	8.186	110.600
0.761	8.215	122.400
0.766	8.232	132.600
0.771	8.253	139.200
0.777	8.275	148.300
0.782	8.293	155.800
0.787	8.323	163.300
0.793	8.341	168.600
0.798	8.364	172.000
0.804	8.386	171.800
0.809	8.409	174.600
0.814	8.427	187.800
0.820	8.453	183.000
0.825	8.475	180.300
