0.010	1.452	0.044
0.014	1.674	0.026
0.017	1.767	0.028
0.020	1.842	0.014
0.025	1.917	0.031
0.029	1.999	0.047
0.034	2.065	0.018
0.038	2.134	0.017
0.042	2.202	0.032
0.047	2.255	0.018
0.052	2.318	0.048
0.057	2.373	0.021
0.060	2.427	0.035
0.065	2.482	0.024
0.070	2.525	0.032
0.075	2.566	0.031
0.079	2.613	0.021
0.086	2.652	0.016
0.090	2.695	0.023
0.095	2.742	0.039
0.100	2.775	0.022
0.103	2.823	0.016
0.110	2.863	0.024
0.115	2.902	0.029
0.119	2.936	0.029
0.125	2.967	0.016
0.129	3.006	0.014
0.134	3.033	0.037
0.139	3.073	0.014
0.144	3.106	0.033
0.149	3.140	0.019
0.154	3.177	0.016
0.158	3.212	0.032
0.163	3.245	0.028
0.167	3.276	0.021
0.172	3.308	0.029
0.178	3.332	0.034
0.182	3.361	0.022
0.187	3.396	0.035
0.193	3.431	0.026
0.197	3.461	0.029
0.204	3.499	0.040
0.208	3.529	0.018
0.213	3.554	0.016
0.219	3.588	0.028
0.224	3.619	0.028
0.230	3.651	0.016
0.235	3.682	0.024
0.240	3.704	0.025
0.245	3.741	0.150
0.250	3.769	0.020
0.257	3.799	0.100
0.262	3.831	0.000
0.267	3.852	0.000
0.271	3.880	0.000
0.278	3.910	0.000
0.281	3.938	0.000
0.286	3.969	0.000
0.291	3.993	0.000
0.297	4.026	0.000
0.303	4.058	0.000
0.307	4.080	0.000
0.313	4.109	0.000
0.318	4.139	0.000
0.323	4.164	0.000
0.328	4.193	0.000
0.334	4.224	0.000
0.339	4.256	0.000
0.344	4.283	0.000
0.348	4.316	0.000
0.354	4.350	0.000
0.359	4.386	0.000
0.361	4.492	0.000
0.366	4.551	0.000
0.370	4.628	0.000
0.374	4.732	0.000
0.378	4.822	0.000
0.383	4.887	0.000
0.387	4.979	0.000
0.391	5.050	0.000
0.395	5.133	0.000
0.399	5.277	0.000
0.401	5.385	0.000
0.405	5.542	0.000
0.410	5.630	0.000
0.414	5.694	0.000
0.418	5.772	0.000
0.423	5.827	0.000
0.425	5.998	0.000
0.430	6.034	0.100
0.434	6.110	0.100
0.439	6.190	0.100
0.443	6.244	0.200
0.447	6.303	0.200
0.451	6.391	4.700
0.455	6.456	7.500
0.461	6.497	9.800
0.466	6.537	11.700
0.470	6.580	13.300
0.475	6.614	15.000
0.481	6.647	16.900
0.485	6.692	18.600
0.490	6.733	19.100
0.497	6.761	20.800
0.500	6.802	20.100
0.506	6.851	21.500
0.512	6.879	23.300
0.517	6.908	25.700
0.521	6.926	27.600
0.526	6.959	31.300
0.531	6.988	33.000
0.537	7.024	35.000
0.542	7.044	34.500
0.547	7.079	27.000
0.554	7.105	24.100
0.558	7.136	22.300
0.563	7.158	16.000
0.569	7.186	16.500
0.574	7.209	17.000
0.579	7.239	17.400
0.584	7.259	17.900
0.590	7.279	18.600
0.596	7.296	19.700
0.600	7.321	20.300
0.604	7.344	20.800
0.611	7.368	24.400
0.616	7.385	28.100
0.620	7.408	50.900
0.626	7.433	46.600
0.631	7.453	158.600
0.637	7.471	164.900
0.642	7.500	170.800
0.646	7.521	179.100
0.652	7.540	186.500
0.657	7.558	193.700
0.663	7.584	200.700
0.669	7.608	207.400
0.675	7.640	213.900
0.679	7.658	219.800
0.684	7.681	227.100
0.690	7.700	233.900
0.696	7.726	240.700
0.702	7.753	247.000
0.706	7.776	252.900
0.710	7.796	259.100
0.718	7.818	265.500
0.722	7.845	271.300
0.727	7.865	276.700
0.734	7.886	281.200
0.738	7.914	285.800
0.743	7.932	290.900
0.749	7.950	295.700
0.754	7.974	301.400
0.759	7.990	306.900
0.764	8.013	313.200
0.770	8.036	317.900
0.774	8.052	321.300
0.780	8.075	334.500
0.785	8.088	394.800
0.791	8.110	404.700
0.795	8.132	407.600
0.800	8.149	407.100
0.807	8.172	406.300
0.813	8.186	405.900
0.818	8.211	240.200
0.824	8.226	511.600
0.829	8.239	518.000
0.835	8.266	525.300
0.840	8.285	530.800
0.844	8.306	537.400
0.850	8.328	541.600
0.855	8.344	545.800
0.861	8.369	550.000
0.867	8.391	556.000
0.871	8.409	561.100
0.877	8.431	567.300
0.882	8.449	591.800
0.887	8.471	594.700
0.893	8.488	597.600
0.897	8.514	603.200
0.904	8.531	611.200
0.908	8.554	725.700
0.914	8.582	739.300
0.919	8.599	752.400
0.925	8.618	766.200
0.930	8.635	777.100
0.935	8.653	786.300
0.941	8.674	793.500
0.945	8.693	799.900
0.950	8.707	806.000
0.957	8.727	811.000
0.962	8.746	814.300
0.968	8.765	817.200
0.973	8.780	820.400
0.979	8.803	825.900
0.983	8.821	832.500
0.990	8.841	840.000
0.994	8.861	847.300
1.001	8.877	853.100
1.006	8.902	855.600
1.011	8.917	855.900
1.016	8.935	858.100
1.021	8.952	861.500
1.026	8.967	888.200
1.032	8.985	892.000
1.036	9.001	934.200
1.042	9.022	1051.900
1.048	9.046	1058.100
1.054	9.065	1056.200
1.059	9.084	1053.800
1.064	9.096	1050.300
1.070	9.116	1049.300
1.074	9.141	1043.800
1.080	9.156	1038.000
1.086	9.179	1033.300
1.091	9.201	1030.700
1.096	9.213	1032.100
1.101	9.230	1033.000
