49.99228	1.20149
50.02937	1.24402
50.06646	1.28525
50.10354	1.32381
50.14063	1.35892
50.17771	1.39051
50.21480	1.41921
50.25189	1.44614
50.28897	1.47258
50.32606	1.49951
50.36315	1.52720
50.40023	1.55495
50.43732	1.58117
50.47440	1.60360
50.51149	1.61973
50.54858	1.62723
50.58566	1.62420
50.62275	1.60942
50.65984	1.58238
50.69692	1.54335
50.73401	1.49330
50.77109	1.43372
50.80818	1.36656
50.84527	1.29406
50.88235	1.21861
50.91944	1.14274
50.95653	1.06905
50.99361	1.00038
51.03070	0.93986
51.06778	0.89095
51.10487	0.85680
51.14196	0.83898
51.17904	0.83634
51.21613	0.84537
51.25322	0.86178
51.29030	0.88185
51.32739	0.90277
51.36447	0.92255
51.40156	0.93983
51.43865	0.95367
51.47573	0.96344
51.51282	0.96877
51.54991	0.96948
51.58699	0.96563
51.62408	0.95747
51.66116	0.94550
51.69825	0.93043
51.73534	0.91321
51.77242	0.89491
51.80951	0.87659
51.84660	0.85907
51.88368	0.84274
51.92077	0.82733
51.95786	0.81194
51.99494	0.79515
52.03203	0.77534
52.06911	0.75094
52.10620	0.72075
52.14329	0.68412
52.18037	0.64101
52.21746	0.59199
52.25455	0.53816
52.29163	0.48109
52.32872	0.42275
52.36580	0.36623
52.40289	0.32031
52.43998	0.31969
52.47706	0.36449
52.51415	0.41739
52.55124	0.46941
52.58832	0.51851
52.62541	0.56407
52.66249	0.60580
52.69958	0.64345
52.73667	0.67654
52.77375	0.70437
52.81084	0.72600
52.84793	0.74041
52.88501	0.74666
52.92210	0.74407
52.95918	0.73234
52.99627	0.71168
53.03336	0.68281
53.07044	0.64696
53.10753	0.60577
53.14462	0.56115
53.18170	0.51508
53.21879	0.46943
53.25587	0.42575
53.29296	0.38510
53.33005	0.34807
53.36713	0.32681
53.40422	0.33520
53.44131	0.34633
53.47839	0.36124
53.51548	0.38048
53.55256	0.40382
53.58965	0.43039
53.62674	0.45879
53.66382	0.48736
53.70091	0.51434
53.73800	0.53805
53.77508	0.55693
53.81217	0.56962
53.84925	0.57496
53.88634	0.57205
53.92343	0.56038
53.96051	0.53993
53.99760	0.51132
54.03469	0.47586
54.07177	0.43554
54.10886	0.39299
54.14594	0.35124
54.18303	0.31359
54.22012	0.28365
54.25720	0.26634
54.29429	0.26843
54.33138	0.29176
54.36846	0.32812
54.40555	0.36934
54.44263	0.41112
54.47972	0.45117
54.51681	0.48797
54.55389	0.52032
54.59098	0.54731
54.62807	0.56834
54.66515	0.58324
54.70224	0.59234
54.73932	0.59640
54.77641	0.59643
54.81350	0.59341
54.85058	0.58807
54.88767	0.58071
54.92476	0.57130
54.96184	0.55958
54.99893	0.54529
55.03601	0.52832
55.07310	0.50906
55.11019	0.49025
55.14727	0.48869
55.18436	0.51374
55.22145	0.53894
55.25853	0.55714
55.29562	0.56721
55.33271	0.56915
55.36979	0.56347
55.40688	0.55099
55.44396	0.53287
55.48105	0.51060
55.51814	0.48602
55.55522	0.46123
55.59231	0.43851
55.62940	0.41997
55.66648	0.40723
55.70357	0.40096
55.74065	0.40063
55.77774	0.40453
55.81483	0.41029
55.85191	0.41546
55.88900	0.41802
55.92609	0.41677
55.96317	0.41147
56.00026	0.40295
56.03734	0.39293
56.07443	0.38350
56.11152	0.37628
56.14860	0.37171
56.18569	0.36911
56.22278	0.36733
56.25986	0.36536
56.29695	0.36281
56.33403	0.36036
56.37112	0.36031
56.40821	0.36621
56.44529	0.37901
56.48238	0.39608
56.51947	0.41572
56.55655	0.43839
56.59364	0.46551
56.63072	0.49847
56.66781	0.53791
56.70490	0.58355
56.74198	0.63422
56.77907	0.68805
56.81616	0.74279
56.85324	0.79597
